web-scraper-order,web-scraper-start-url,pages,links,links-href,title,description ,application open date,application closed date
1665479979-1280,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Dorothy Jean Ineke Scholarship in Education,https://scholarships.unimelb.edu.au/awards/dorothy-jean-ineke-scholarship-in-education,Dorothy Jean Ineke Scholarship in Education,"This scholarship has been established to support students transitioning to a research higher degree.  The scholarship was established by Ms Julie Sheldrake as a tribute to her mother, Dorothy Jean Sheldrake (née Ineke) who died in 2011.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665479982-1281,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Chin Yee Keang (Peng) Accounting Scholarship,https://scholarships.unimelb.edu.au/awards/chin-yee-keang-peng-accounting-scholarship,Chin Yee Keang (Peng) Accounting Scholarship,"The Chin Yee Keang (Peng) Accounting Scholarship is available through the generosity of the Kang Family from Singapore. The Kang Family have been associated with the University for over 50 years, and the scholarship was established in honour of their mother, Mdm Chin Yee Keang.

The scholarship is for graduate students undertaking the Master of Management (Accounting) or the Master of Management (Accounting and Finance) at the Melbourne Business School.",Applications are currently closed,"Application required
            
How to apply"
1665479984-1282,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Michael Webber Doctoral Prize in Geography,https://scholarships.unimelb.edu.au/awards/michael-webber-doctoral-prize-in-geography,Michael Webber Doctoral Prize in Geography,This scholarship supports students undertaking field work or travel associated with a PhD in geography at the University of Melbourne.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665479987-1283,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Frank and Lina Cincotta Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/the-frank-and-lina-cincotta-scholarships,Frank and Lina Cincotta Scholarships at Newman College,"Recently established through a benefaction from the estate of Maria Concetta Angelina Sinelli, this scholarship offers students up to $5000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665479990-1284,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Maurice H. Belz Prizes in Statistics,https://scholarships.unimelb.edu.au/awards/maurice-h.-belz-prizes-in-statistics,Maurice H. Belz Prizes in Statistics,"This scholarship is awarded to a second year University of Melbourne, Mathematics and Statistics, Bachelor of Science student who has completed study that aligns to the discipline probability and statistics, on the basis of academic merit.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665479994-1285,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Wyvern Graduate Scholarships at Queen's College,https://scholarships.unimelb.edu.au/awards/wyvern-graduate-scholarships-at-queens-college,Wyvern Graduate Scholarships at Queen's College,This scholarship provides remission worth up to $5940 off the annual fee for residency at Queen's College to encourage recent Wyvern graduates or third-year students to continue their studies at the College as graduates.,1-Aug-19,30-Nov-19
1665479996-1286,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Richard and Verna Gutch Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-richard-and-verna-gutch-scholarship,Ormond College Richard and Verna Gutch Scholarship,This is an entrance scholarship for a student who resides in rural or regional Australia.,1-Jul-21,30-Nov-21
1665479999-1287,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Neville & Di Bertalli Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-neville-and-di-bertalli-scholarship,Ormond College Neville & Di Bertalli Scholarship,This scholarship is awarded to a student from regional or rural Australia. Preference will be given to students who attended a rural or regional secondary college but country students who attended metropolitan schools are also eligible.,1-Jul-21,30-Nov-21
1665480002-1288,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Victorian International Research Scholarship,https://scholarships.unimelb.edu.au/awards/victorian-international-research-scholarship,Victorian International Research Scholarship,"Established by the State Government of Victoria in partnership with Victorian universities, this scholarship supports non-Australian citizens who will be undertaking a Doctor of Philosophy.",Applications are currently closed,"Application required
            
How to apply"
1665480005-1289,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Bill and Joan Paterson Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-bill-and-joan-paterson-scholarship,Ormond College Bill and Joan Paterson Scholarship,This scholarship is awarded to students who demonstrate a high financial need to come to Ormond College.,1-Jul-21,30-Nov-21
1665480010-1290,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Sheridan Family Student Assistance Grant,https://scholarships.unimelb.edu.au/awards/sheridan-family-student-assistance-grant,Sheridan Family Student Assistance Grant,This grant was established with a donation from The University of Melbourne USA Foundation and is offered to students in financial need.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480014-1291,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Dean’s PhD International Scholarship Awards,https://scholarships.unimelb.edu.au/awards/deans-phd-international-scholarship-awards2,Dean’s PhD International Scholarship Awards,"The Dean’s PhD International Scholarship Awards support excellent international PhD candidates whose study at the Faculty builds partnerships with selected universities, or strengthens priority areas of research.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480017-1292,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Faculty of Arts Excellence Scholarship,https://scholarships.unimelb.edu.au/awards/faculty-of-arts-excellence-scholarship,Faculty of Arts Excellence Scholarship,Two annual awards to the highest ranked master by coursework students in any discipline.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480020-1293,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Agricultural Sciences Honours Scholarship,https://scholarships.unimelb.edu.au/awards/agricultural-sciences-honours-scholarship,Agricultural Sciences Honours Scholarship,"Established in 2019, the Agricultural Sciences Honours Scholarship will assist study and research in agriculture.

If you are commencing a Bachelor of Agriculture Honours and can demonstrate academic achievement, this scholarship could assist you financially with study and living expenses.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480022-1294,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Gina and Mark Ryan Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/the-gina-and-mark-ryan-scholarship,Gina and Mark Ryan Scholarship at Newman College,"Named after two former Collegians, this scholarship offers up to $5000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480025-1295,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Melbourne JD Harold Ford Scholarship,https://scholarships.unimelb.edu.au/awards/melbourne-jd-harold-ford-scholarship,Melbourne JD Harold Ford Scholarship,"Named in honour of Professor Emeritus Harold Ford, former Dean of Melbourne Law School, this scholarship is an initiative between the Melbourne Law School, alumni and leading members of the legal profession who shared the vision that law school should be open for all capable students regardless of their financial situation.",No application is required. You will be automatically considered for this award.,"Annual payment

        Full benefit details"
1665480028-1296,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,The Robert and Gretta Wilkinson Science Scholarship,https://scholarships.unimelb.edu.au/awards/the-robert-and-gretta-wilkinson-science-scholarship,The Robert and Gretta Wilkinson Science Scholarship,"This scholarship is awarded to a rural third year Bachelor of Science student who is experiencing disadvantaged circumstances, and interested in pursuing a career in science education.",9-Dec-21,6-Mar-22
1665480031-1297,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Frank and Joan O'Collins Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/frank-and-joan-ocollins-scholarship,Frank and Joan O'Collins Scholarship at Newman College,"In memory of Frank O'Collins (a member of the College Council for thirty years and the first former student of the College to be appointed to the Council) and his late wife, Joan, this scholarship offers up to $5,000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480035-1298,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,PhD Scholarships in Learning Environments,https://scholarships.unimelb.edu.au/awards/phd-scholarships-in-learning-environments,PhD Scholarships in Learning Environments,"Are you interested in doing a PhD? The Building Connections: Schools As Community Hubs research project is offering two full-time PhD scholarships, based at the Melbourne Graduate School of Education (The University of Melbourne) and the Centre for Urban Research (RMIT University). The PhDs will contribute to the project’s research into how best to plan, design, govern and manage schools to operate successfully as ‘more than a school’, to encourage the development of thriving, resilient and connected communities.",1-Nov-19,9-Dec-19
1665480037-1299,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ohman Sutton Veterinary Science Scholarship,https://scholarships.unimelb.edu.au/awards/ohman-sutton-veterinary-science-scholarship,Ohman Sutton Veterinary Science Scholarship,This scholarship gives 20% of annual residency fees at Queen's College.to either  an undergraduate or gradate veterinary science student. It can continue for more than 1 year.,No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480042-1300,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Dr Alan Kenneth Head PhD International Research Award,https://scholarships.unimelb.edu.au/awards/dr-alan-kenneth-head-international-research-award,Dr Alan Kenneth Head PhD International Research Award,"This scholarship, worth up to $7,500, provides support for PhD students in Physics establishing international research connections and collaborations.",20-Jan-22,6-Mar-22
1665480044-1301,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Gilbert Postdoctoral Career Development Fellowships,https://scholarships.unimelb.edu.au/awards/gilbert-postdoctoral-career-development-fellowships,Gilbert Postdoctoral Career Development Fellowships,"Fostering the career development of recently completed PhD students in History, the Gilbert Postdoctoral Career Development Fellowship is valued at $2,000. The successful applicant will be allocated an academic mentor over a three-month period. The fellowships aim is to enhance the recipient’s research track record by supporting the development of their PhD research so that it is suitable for publication as a journal article, book chapter or book and encourage future applications for ARC DECRA Awards for postdoctoral research.",27-Sep-21,17-Jan-22
1665480048-1302,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Lady Turner Exhibitions in Music,https://scholarships.unimelb.edu.au/awards/lady-turner-exhibitions-in-music,Lady Turner Exhibitions in Music,This scholarship is for students who are pursuing or wish to pursue courses most likely to develop them as solo performers.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480052-1303,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Melbourne Engineering & IT - Indigenous Research Scholarship,https://scholarships.unimelb.edu.au/awards/mse-indigenous-research-scholarship,Melbourne Engineering & IT - Indigenous Research Scholarship,"The Faculty of Engineering and Information Technology welcomes Indigenous Australians to complete a Higher Degree (PhD or Master) by Research at the University of Melbourne. 

This scholarship includes; 100% fee-offset, a stipend top-up of 75% taking the total yearly living allowance to ~$54,600 (tax-exempt for full-time study), a $10,000 yearly travel & professional development allowance and a relocation grant.",No application is required. You will be automatically considered for this award.,"General allowance
 Fee remission

        Full benefit details"
1665480055-1304,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Os Nelson Scholar at Queen's College,https://scholarships.unimelb.edu.au/awards/os-nelson-scholar-at-queens-college,Os Nelson Scholar at Queen's College,This scholarship provides 50 per cent fee remission off the annual fee for residency at Queen's College to continuing undergraduate students who have made an excellent contribution to College life and who demonstrate financial disadvantage.,21-Aug-19,30-Nov-19
1665480057-1305,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,James Cuming Memorial Scholarships,https://scholarships.unimelb.edu.au/awards/james-cuming-memorial-scholarships,James Cuming Memorial Scholarships,"This scholarship is awarded to a student who has fulfilled the requirements of the Bachelor of Science and are enrolled to undertake further studies in the School of Chemistry through the Bachelor of Science (Honours), Master of Science or Post Graduate Diploma in Science, on the basis of academic merit.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480059-1306,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Alan Blakney Memorial Scholarship,https://scholarships.unimelb.edu.au/awards/alan-blakney-memorial-scholarship,Alan Blakney Memorial Scholarship,"The Alan Blakney Memorial Scholarship was established by Mrs Lorna Waller to commemorate her brother Alan Blakney (1919-83), who attended the Dookie campus and graduated in 1940. During WWII, he served in the airforce and won the Distinguished Flying Cross. He took up a soldier settlement farm in northern Tasmania and later near Hobart, eventually settling and farming in Western Australia.

This scholarship could assist a student undertaking agricultural studies at Dookie Campus in their second or third year of the Bachelor of Agriculture.",Applications are currently closed,"Application required
            
How to apply"
1665480062-1307,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,John Hodgson Scholarship (Science),https://scholarships.unimelb.edu.au/awards/john-hodgson-scholarship-science,John Hodgson Scholarship (Science),"This scholarship supports graduate research students enrolled in the Faculty of Science. It is awarded biennially in odd years. 
In 2023, the award will be available to students in the Faculty of Science.",No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480066-1308,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Queen's College Music/Chorister Scholarship,https://scholarships.unimelb.edu.au/awards/queens-college-musicchorister-scholarship,Queen's College Music/Chorister Scholarship,This scholarship supports a student studying Music or wishing to participate in the College Choir with ten per cent college fee remission at Queen's College.,21-Aug-20,10-Jan-21
1665480070-1309,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Elijah and Virginia Polak Scholarship,https://scholarships.unimelb.edu.au/awards/elijah-and-virginia-polak-scholarship,Elijah and Virginia Polak Scholarship,"This award was established to support a disadvantaged Australian student through their three-year undergraduate Bachelor of Science degree through to completion of the two-year Master of Engineering. 

To demonstrate his gratitude to the people of Australia for the support given to a young immigrant in the 1950s, donor Elijah (Lucien) Polak wishes to support a similarly disadvantaged young person in their engineering journey.",3-Aug-20,26-Aug-20
1665480073-1310,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,E&D Rogowski Scholarship,https://scholarships.unimelb.edu.au/awards/e-and-d-rogowski-scholarship,E&D Rogowski Scholarship,This scholarship is for students  enrolled in the Bachelor of Music specialising in the cello or the saxophone and suffering financial hardship.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480076-1311,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Mary Carmel Condon Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/mary-carmel-condon-scholarships,Mary Carmel Condon Scholarships at Newman College,"This scholarship supports those in need, especially students at an important stage of their lives with up to $5,000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480080-1312,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Faculty Opportunity Bursary (Faculty of Business and Economics),https://scholarships.unimelb.edu.au/awards/fbe-faculty-opportunity-bursary,Faculty Opportunity Bursary (Faculty of Business and Economics),"Available through the generosity of an alumnus donor, the Faculty Opportunity Bursary is awarded annually to an Australian citizen or permanent resident entering the Bachelor of Commerce. It aims to assist a high achieving student who is in financial need or are otherwise disadvantaged. It encompasses a program to foster the academic and personal development of the recipients, through the ongoing support of the Commerce Opportunity Network. 

Scholarship is available in 2022. 2023 availability will be confirmed in December 2022.",No application is required. You will be automatically considered for this award.,"Annual payment

        Full benefit details"
1665480083-1313,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,John Hellyar Piano Scholarship,https://scholarships.unimelb.edu.au/awards/john-hellyar-piano-scholarship,John Hellyar Piano Scholarship,This scholarship is for Australian-born students under 30 years of age who are pianists and enrolled in a course of advanced musical study in the School of Music.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480086-1314,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Asia Institute PhD Scholarship,https://scholarships.unimelb.edu.au/awards/asia-institute-phd-scholarship,Asia Institute PhD Scholarship,One annual award automatically considered based on PhD applications.,No application is required. You will be automatically considered for this award.,"General allowance

        Full benefit details"
1665480090-1315,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Eileen Mary Harris Scholarship,https://scholarships.unimelb.edu.au/awards/eileen-mary-harris-scholarship,Eileen Mary Harris Scholarship,"Mrs Eileen Harris bequeathed her property at Warracknabeal to the University in 1992.  Scholarships were established to assist graduate and undergraduate students for study and research in agriculture.

If you are commencing a Bachelor of Agriculture or a Master of Agricultural Sciences, and can demonstrate academic achievement, this scholarship could assist you financially with study and living expenses.",No application is required. You will be automatically considered for this award.,"Bi-annual payment

        Full benefit details"
1665480092-1316,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Warwick Bisley Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-warwick-bisley-scholarship,Ormond College Warwick Bisley Scholarship,This scholarship supports a student with significant financial need to reside at Ormond while studying Engineering at the University of Melbourne.,30-Jun-21,30-Nov-21
1665480098-1317,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Stewart Family Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-stewart-family-scholarship,Ormond College Stewart Family Scholarship,"This scholarship is awarded to students from rural or regional Victoria. Preference will be given to students from the Wimmera, Central (including Kyneton region) or Western Victoria",1-Jul-21,30-Nov-21
1665480100-1318,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Eldon Hogan Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/the-eldon-hogan-scholarships,Eldon Hogan Scholarships at Newman College,"Named in memory of Eldon Hogan, this scholarship supports students with up to $4000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480104-1319,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Frank Maher Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/the-frank-maher-scholarships,Frank Maher Scholarships at Newman College,"Named after a long-serving member of the Faculty of Law and donated by his family, this scholarship offers up to $5000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480108-1320,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Hugh Collins Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-hugh-collins-scholarship,Ormond College Hugh Collins Scholarship,This entrance scholarship is awarded to  students who undertook their secondary education at a Government school.,1-Jul-21,30-Nov-21
1665480110-1321,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Telstra Technology and Innovation Masters Scholarships,https://scholarships.unimelb.edu.au/awards/telstra-technology-and-innovation-masters-scholarships,Telstra Technology and Innovation Masters Scholarships,"Telstra’s purpose is to build a connected future so everyone can thrive. To achieve this, developing a skilled and diverse technology-focused workforce is critical to Telstra's future success. 

The Telstra Technology and Innovation Masters Scholarships are one way Telstra is investing in future talent and proudly supporting and building the future technology talent pipeline in Australia.

These scholarships will support technology enthusiasts who are enrolled in a graduate coursework degree within the Faculty of Engineering and Information Technology. 

Two awards will be given in 2022 to female students or students of Indigenous descent intending to become professionally qualified engineers or technology professionals.",29-Jul-22,16-Aug-22
1665480113-1322,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Jean Laby Women in Physics Travel Award,https://scholarships.unimelb.edu.au/awards/jean-laby-women-in-physics-travel-award,Jean Laby Women in Physics Travel Award,This scholarship supports support travel for women in a Physics PhD to enhance their research program and research experience.,24-Jan-22,6-Mar-22
1665480116-1323,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Rupert Gordon Renton Grant,https://scholarships.unimelb.edu.au/awards/rupert-gordon-renton-grant,Rupert Gordon Renton Grant,This grant was established with a donation from Rupert Gordan Renton and is offered to students in financial need.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480119-1324,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,William Henry Lord Bursary,https://scholarships.unimelb.edu.au/awards/william-henry-lord-bursary,William Henry Lord Bursary,This bursary was established with a donation from Rosamond May Lord and is offered to students in financial need who are enrolled within the Melbourne School of Land and Environment.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480122-1325,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Archbishop Mannix Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/archbishop-mannix-scholarship,Archbishop Mannix Scholarship at Newman College,"Named for Archbishop Daniel Mannix, chairman of the Council of the College from 1918 until 1963, this scholarship offers up to $5,000 in College fee remission.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480126-1326,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Newman College St Thomas More Exhibition,https://scholarships.unimelb.edu.au/awards/st-thomas-more-exhibition,Newman College St Thomas More Exhibition,"This scholarship offers up to $5,000 in College fee remission. Ms Marjorie Betts requested it be named after Saint Thomas More in gratitude for her conversion to the Catholic faith.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480129-1327,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Greta Hort Dannebrog Scholarship at University College,https://scholarships.unimelb.edu.au/awards/greta-hort-dannebrog-scholarship,Greta Hort Dannebrog Scholarship at University College,This scholarship is awarded to up to two continuing domestic students residing at University College (one Arts and one Arts or other) for exchange to Aarhus University in Denmark.,19-Aug-19,31-Jan-20
1665480131-1328,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Westpac Asian Exchange Scholarship,https://scholarships.unimelb.edu.au/awards/westpac-asian-exchange-scholarship,Westpac Asian Exchange Scholarship,"Established in 2014 by the Westpac Bicentennial Foundation, this scholarship supports undergraduate students with an interest in Asia, to spend up to two semesters studying at a leading Asian university.",14-Sep-20,8-Jan-21
1665480134-1329,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Queen's College General Scholarship,https://scholarships.unimelb.edu.au/awards/queens-college-general-scholarship,Queen's College General Scholarship,"This scholarship, worth up to $3500 in college fee remission, supports honours and graduate students wishing to reside at Queen's College.",21-Aug-20,10-Jan-21
1665480137-1330,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Janet Clarke Hall Service Scholarships,https://scholarships.unimelb.edu.au/awards/janet-clarke-hall-service-scholarships,Janet Clarke Hall Service Scholarships,"These scholarships, worth between $5000 and $10,000, are awarded to new or returning students with particular regard to community service, for use towards residential fees.",1-Aug-21,5-Jan-22
1665480140-1331,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Mildura Alumni Scholarship,https://scholarships.unimelb.edu.au/awards/mildura-alumni-scholarship,Mildura Alumni Scholarship,"This scholarship was established with donations from alumni of Mildura Campus, and awarded to undergraduate students who are living and have completed Year 12 at a school within a 250 km radius of Mildura and are experiencing disadvantaged circumstances.",No application is required. You will be automatically considered for this award.,"Bi-annual payment

        Full benefit details"
1665480143-1332,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,O'Dwyer Family Scholarships at Newman College,https://scholarships.unimelb.edu.au/awards/odwyer-family-scholarships,O'Dwyer Family Scholarships at Newman College,"Established by former Collegian, Mr Patrick O'Dwyer, this scholarship offers up to $5000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480146-1333,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Maisie Fawcett Scholarship,https://scholarships.unimelb.edu.au/awards/maisie-fawcett-scholarship,Maisie Fawcett Scholarship,This scholarship supports Victoria University graduates to undertake a graduate coursework degree at the University of Melbourne.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480149-1334,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Nancy Millis Agricultural Students Scholarship,https://scholarships.unimelb.edu.au/awards/nancy-millis-agricultural-students-scholarship,Nancy Millis Agricultural Students Scholarship,"The Nancy Millis Agricultural Students Scholarship, established in 2010 by an anonymous gift, honours Emeritus Professor Nancy Millis AC MBE (1922-2012), agricultural science alum, distinguished microbiologist, pioneering biotechnologist, and renowned educator.

If you are commencing a Bachelor of Agriculture or Master of Agricultural Sciences, are from a rural or regional area, and can demonstrate financial need, this scholarship could assist you financially with study and living expenses.",1-Jan-23,8-Mar-23
1665480152-1335,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Women in Physics Award,https://scholarships.unimelb.edu.au/awards/women-in-physics-award,Women in Physics Award,This scholarship is awarded on the basis of academic merit and demonstrated research potential to female students enrolled in the first year of a Doctor or Master of Philosophy Science degree in the School of Physics.,No application is required. You will be automatically considered for this award.,"Single payment

        Full benefit details"
1665480156-1336,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Ormond College Swinburne Scholarship,https://scholarships.unimelb.edu.au/awards/ormond-college-swinburne-scholarship,Ormond College Swinburne Scholarship,This scholarship will be awarded to a student with demonstrated high financial need in order to come to Ormond College.,1-Jul-21,30-Nov-21
1665480159-1337,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Peter Norris Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/peter-norris-scholarship,Peter Norris Scholarship at Newman College,This scholarship offers up to $5000 in College fee remission at Newman College.,No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480162-1338,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Simon Farley Scholarship at Newman College,https://scholarships.unimelb.edu.au/awards/simon-farley-scholarship,Simon Farley Scholarship at Newman College,"This scholarship offers up to $5,000 in College fee remission at Newman College.",No application is required. You will be automatically considered for this award.,"College fee remission

        Full benefit details"
1665480167-1339,https://scholarships.unimelb.edu.au/?query=!padrenullx&sort=dmetadetailNumberAwarded&start_rank=1,,Daryl Manley Scholarship,https://scholarships.unimelb.edu.au/awards/daryl-manley-scholarship,Daryl Manley Scholarship,"The Daryl Manley Scholarship was established for domestic students who intend to undertake the Bachelor of Commerce, and who are experiencing disadvantaged circumstances. Two scholarship are available every three years.
 
 The next scholarship will be awarded in 2024.",No application is required. You will be automatically considered for this award.,"Bi-annual payment

        Full benefit details"
