web-scraper-order,web-scraper-start-url,links,links-href,title,description ,application status 
1665919823-124,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Maxwell King PhD Scholarship

				
			
		
			
The Maxwell King Scholarship (MKS) is named after Professor Maxwell King, who has made an…			
            
            
	    
        
            
                    Applications:  closes 31 October each year
                    Total scholarship value: Up to $36,800
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaxwell-king-phd-scholarship%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaxwell-king-phd-scholarship%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=ODVcRhSRsuSWK8k1LSD80A&profile=_default&rank=102&query=%21padrenull,Maxwell King PhD Scholarship,"The Maxwell King Scholarship (MKS) is named after Professor Maxwell King, who has made an outstanding contribution to graduate research at Monash University, including eight years as Pro Vice-Chancellor (Research and Research Training).",closes 31 October each year
1665919828-125,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Max and Riva Radunski Scholarship for Refugee or Migrant Students

				
			
		
			
At Monash, we understand that the challenges you face as a refugee or a migrant student could…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $24,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmax-and-riva-radunski-scholarship-5845A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmax-and-riva-radunski-scholarship-5845A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=jFXwX22tKQ3h%2BsiLmzikNA&profile=_default&rank=101&query=%21padrenull,Max and Riva Radunski Scholarship for Refugee or Migrant Students,"At Monash, we understand that the challenges you face as a refugee or a migrant student could prevent you from achieving your full potential. We want to see you succeed regardless of your background. This scholarship recognises students who are high-achieving, determined and passionate about transforming their lives.",See how to apply
1665919833-126,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Mathew Peck Travel Grant

				
			
		
			
The Mathew Peck Travel Grant has been created to support students studying the Bachelor of Pharmacy …			
            
            
	    
        
            
                    Applications:  11 July - 29 July 2022
                    Total scholarship value: $5000
                    Number offered:  Variable depending on funding",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmathew-peck-travel-grant-5673A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmathew-peck-travel-grant-5673A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=D9rlceK4l0uB0Vl1LHTRqQ&profile=_default&rank=100&query=%21padrenull,Mathew Peck Travel Grant,The Mathew Peck Travel Grant has been created to support students studying the Bachelor of Pharmacy as they participate in an International Health Development Program in a developing country. Students are selected based on their community participation and commitment to understanding international health issues. The $5000 grant provides financial assistance for the students who also receive mentoring in the field with a pharmacist as part of the program.,11 July - 29 July 2022
1665919837-127,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Master of Commerce Scholarship

				
			
		
			
The Master of Commerce is a two-year research-oriented programme preparing students for a PhD and…			
            
            
	    
        
            
                    Applications:  30 Apr - 15 Oct 2021
                    Total scholarship value: Tuition fees plus allowance of $29,000
                    Number offered:  Ten",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaster-of-commerce-scholarship-6161%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaster-of-commerce-scholarship-6161%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=4yPXlHkCknTG%2BAqqNeRMFw&profile=_default&rank=99&query=%21padrenull,Master of Commerce Scholarship,"The Master of Commerce is a two-year research-oriented programme preparing students for a PhD and an academic career. This programme offers thorough academic grounding in asset pricing, corporate finance, financial institutions, and behavioural finance. It provides the skills required to undertake original research, such as econometrics, coding, and academic writing. Upon successful completion of the MCom degree, selected students will progress to the PhD programme (3 years). The MCom programme is the perfect pathway to the PhD programme for students who pursue an academic career.",30 Apr - 15 Oct 2021
1665919842-128,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Maria Barbayannis Scholarship

				
			
		
			
This scholarship celebrates the life and career of Maria Barbayannis. Maria was immersed in the law …			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $30,000
                    Number offered:  One scholarship",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaria-barbayannis-scholarship-6167%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmaria-barbayannis-scholarship-6167%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=ZJ0sF%2Fac0C9wy%2B630DmzaQ&profile=_default&rank=98&query=%21padrenull,Maria Barbayannis Scholarship,"This scholarship celebrates the life and career of Maria Barbayannis. Maria was immersed in the law for almost 40 years, which included time in private practice, lecturing at Monash University. Maria was well respected for her knowledge of the law, her empathetic rapport with clients, unmatched work ethic and her pragmatic and commercial approach to her cases.  She will always be remembered for her warm spirit, kind heart and generous support of young people in the law and in business.",See how to apply
1665919848-129,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Margaret and John Crutch Indigenous Midwifery Scholarship

				
			
		
			
The Margaret and John Crutch Indigenous Midwifery Scholarship has been established in the memory of …			
            
            
	    
        
            
                    Applications:  See how to apply
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmargaret-and-john-crutch-indigenous-midwifery-scholarship-6139%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmargaret-and-john-crutch-indigenous-midwifery-scholarship-6139%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=iuo7YYIMsxzcMmGMzcWAMw&profile=_default&rank=97&query=%21padrenull,Margaret and John Crutch Indigenous Midwifery Scholarship,The Margaret and John Crutch Indigenous Midwifery Scholarship has been established in the memory of Margaret and John Crutch.,See how to apply
1665919852-130,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Mallee Division of General Practice Scholarship

				
			
		
			
Do you live in the Mallee Region of Northern Victoria? If you are currently a student at the…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: Up to $32,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmallee-division-of-general-practice-5837%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmallee-division-of-general-practice-5837%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=4hx6WetI1M7fT%2FgI8hAvtQ&profile=_default&rank=96&query=%21padrenull,Mallee Division of General Practice Scholarship,"Do you live in the Mallee Region of Northern Victoria? If you are currently a student at the Faculty of Medicine, Nursing and Health Sciences at Monash or intend to pursue a degree here, you may be eligible for this scholarship.",See how to apply
1665919856-131,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Mabel Kent Scholarship

				
			
		
			
A scholarship for students currently studying or intending to study the Bachelor of…			
            
            
	    
        
            
                    Applications:  See how to apply
                    Total scholarship value: up to $30,000
                    Number offered:  2 at any time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmabel-kent-scholarship-5653A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fmabel-kent-scholarship-5653A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=XfeK%2Bu0rl528Mze9PSX%2Flg&profile=_default&rank=95&query=%21padrenull,Mabel Kent Scholarship,"A scholarship for students currently studying or intending to study the Bachelor of Medicine/Bachelor of Surgery. If you have a low income and are keen to pursue medicine, you may be eligible for this grant.",See how to apply
1665919860-132,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Lorna Lippmann Memorial Scholarship

				
			
		
			
The Lorna Lippmann Memorial Scholarship has been created to support high achieving Indigenous…			
            
            
	    
        
            
                    Applications:  No application required
                    Total scholarship value: $6000 per annum
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Florna-lippman-memorial-scholarship-5590%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Florna-lippman-memorial-scholarship-5590%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=FtDT77GgTUaUH3XxjVib6w&profile=_default&rank=94&query=%21padrenull,Lorna Lippmann Memorial Scholarship,The Lorna Lippmann Memorial Scholarship has been created to support high achieving Indigenous students at Monash University. Eligible students will be automatically assessed for this scholarship.,No application required
1665919863-133,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Lorna Lippmann Memorial Scholarship

				
			
		
			
Established by the Lippmann family in her memory, the Lorna Lippmann Memorial Scholarship…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $6000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Florna-lippman-memorial-scholarship-5590A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Florna-lippman-memorial-scholarship-5590A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=zN69FWbJGSPHaN3PhFsQ4Q&profile=_default&rank=93&query=%21padrenull,Lorna Lippmann Memorial Scholarship,"Established by the Lippmann family in her memory, the Lorna Lippmann Memorial Scholarship celebrates and recognises the contribution Lorna made to the Indigenous Australian community and Monash University, particularly as Co-Director of the Monash Indigenous Research Centre.",see how to apply
1665919867-134,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Lesley Bell Medical Travel Grant

				
			
		
			
This scholarship was introduced to assist final year students studying the Bachelor of Medical…			
            
            
	    
        
            
                    Applications:  17 Jan - 4 Mar 2022
                    Total scholarship value: $2500
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Flesley-bell-medical-travel-grant-5650ZB%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Flesley-bell-medical-travel-grant-5650ZB%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=CoBG7BI%2FAbhhG9RYxcQAOA&profile=_default&rank=92&query=%21padrenull,Lesley Bell Medical Travel Grant,This scholarship was introduced to assist final year students studying the Bachelor of Medical Science and Doctor of Medicine to undertake an elective placement in a developing country.,17 Jan - 4 Mar 2022
1665919872-135,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Leonie Thompson, Ray Finkelstein and Arnold Bloch Leibler Law Scholarship

				
			
		
			
This scholarship supports high achieving students from disadvantaged backgrounds who are intending…			
            
            
	    
        
            
                    Applications:  2 Aug - 8 Oct 2021
                    Total scholarship value: Up to $44,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fleonie-thompson%2C-ray-finkelstein-and-arnold-bloch-leibler-law-scholarship-6118%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fleonie-thompson%2C-ray-finkelstein-and-arnold-bloch-leibler-law-scholarship-6118%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=kS8TAGe2OopfZN30dmkQjg&profile=_default&rank=91&query=%21padrenull,"Leonie Thompson, Ray Finkelstein and Arnold Bloch Leibler Law Scholarship",This scholarship supports high achieving students from disadvantaged backgrounds who are intending to enrol full-time in a degree or double degree in the Faculty of Law.,2 Aug - 8 Oct 2021
1665919875-136,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Leonie Thompson and Arnold Bloch Leibler Medicine Scholarship

				
			
		
			
This scholarship supports high achieving students from low disadvantaged backgrounds intending to…			
            
            
	    
        
            
                    Applications:  30 May - 8 July 2022
                    Total scholarship value: Up to $40,000
                    Number offered:  One at a time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fleonie-thompson-and-arnold-bloch-leibler-medicine-scholarship-6119%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fleonie-thompson-and-arnold-bloch-leibler-medicine-scholarship-6119%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=6F3jdQ00BkELQkicVNYjWw&profile=_default&rank=90&query=%21padrenull,Leonie Thompson and Arnold Bloch Leibler Medicine Scholarship,This scholarship supports high achieving students from low disadvantaged backgrounds intending to enrol full-time in either the Bachelor of Medicine and Doctor of Medicine or the Bachelor of Biomedical Science.,30 May - 8 July 2022
1665919881-137,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Killen Family Indigenous Australian Scholarship

				
			
		
			
The Killen Family Indigenous Australian Scholarship was introduced to provide financial support to…			
            
            
	    
        
            
                    Total scholarship value: $10,000 per annum up to 3 years
                    Number offered:  One at any time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkillen-family-indigenous-australian-scholarship-6138%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkillen-family-indigenous-australian-scholarship-6138%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Hp3FBHH%2FlKlQKgiRnAcKPQ&profile=_default&rank=89&query=%21padrenull,Killen Family Indigenous Australian Scholarship,The Killen Family Indigenous Australian Scholarship was introduced to provide financial support to an Indigenous Australian student to allow them to benefit from a Monash Arts education.,"$10,000 per annum up to 3 years"
1665919885-138,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Kenneth Hunt Memorial Scholarship

				
			
		
			
The Kenneth Hunt Memorial Scholarship is funded by donors to the University in memory of Professor…			
            
            
	    
        
            
                    Total scholarship value: Up to $30,000
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkenneth-hunt-memorial-scholarship-6174%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkenneth-hunt-memorial-scholarship-6174%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=eeG2JGpaKUq0khTgDhiN3g&profile=_default&rank=88&query=%21padrenull,Kenneth Hunt Memorial Scholarship,"The Kenneth Hunt Memorial Scholarship is funded by donors to the University in memory of Professor Kenneth Hunt. From 1961 Professor Hunt let the Faculty of Engineering through its formative years at Monash as its inaugural Dean. He oversaw the establishment and expansion of the Chemical, Civil, Electrical ad Mechanical Engineering department and was instrumental in establishing the Department in Materials Engineering in 1970. This scholarship has been introduced to support equity student(s) studying Engineering.","Up to $30,000"
1665919890-139,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Kath Byer Indigenous Scholarship

				
			
		
			
Indigenous students who aspire to study at Monash University are invited to apply for the Kath Byer …			
            
            
	    
        
            
                    Applications:  1 Aug - 7 Oct 2022
                    Total scholarship value: Up to $24,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkath-byer-indigenous-scholarship-5834%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkath-byer-indigenous-scholarship-5834%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=%2B525c7RstS%2F%2BNOoq3s9oSg&profile=_default&rank=87&query=%21padrenull,Kath Byer Indigenous Scholarship,"Indigenous students who aspire to study at Monash University are invited to apply for the Kath Byer Indigenous Scholarship. The scholarship is established in memory of the late Kath Byer OAM, fondly remembered as the licensee of the Notting Hill Pub (‘The Nott’).",1 Aug - 7 Oct 2022
1665919895-140,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"K.C. Kuok Scholarship

				
			
		
			
Are you an international student looking to enrol in an undergraduate degree?This life-changing and …			
            
            
	    
        
            
                    Applications:  8 April - 17 July 2022
                    Total scholarship value: Up to $360,000 AUD over four years
                    Number offered:  One per year",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkc-kuok-scholarship-6073%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fkc-kuok-scholarship-6073%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=dNRWh4OOh0cZpho8dna8WA&profile=_default&rank=86&query=%21padrenull,K.C. Kuok Scholarship,Are you an international student looking to enrol in an undergraduate degree?,8 April - 17 July 2022
1665919903-141,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"June Howqua Grant

				
			
		
			
This scholarship is available to high achieving Monash students studying medicine who have a low…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: Up to $6,000
                    Number offered:  Variable depending on funding",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjune-howqua-grant-5720%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjune-howqua-grant-5720%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=RyqrI8udu24kijuo1oaigQ&profile=_default&rank=85&query=%21padrenull,June Howqua Grant,This scholarship is available to high achieving Monash students studying medicine who have a low income.,3 Jan - 16 Feb 2023
1665919909-142,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Jemena Industry Leaders Scholarship

				
			
		
			
The Jemena Industry Leaders Scholarship has been established to recognise the philanthropic support …			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: Up to $20,000
                    Number offered:  Two at any time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjemena-industry-leaders-scholarship-6196%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjemena-industry-leaders-scholarship-6196%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=WlX0%2BVn69s1lTHoCvcHtxA&profile=_default&rank=84&query=%21padrenull,Jemena Industry Leaders Scholarship,The Jemena Industry Leaders Scholarship has been established to recognise the philanthropic support provided by Jemena Limited.,see how to apply
1665919915-143,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"Jane McAloon Scholarship

				
			
		
			
The Jane McAloon Scholarship was introduced to provide women with tuition fee support to enable…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: up to $30,000
                    Number offered:  One at any time",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjane-mcaloon-scholarship-6163%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fjane-mcaloon-scholarship-6163%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=2a7t3nLsrXDmGc%2BqAcMxaQ&profile=_default&rank=83&query=%21padrenull,Jane McAloon Scholarship,The Jane McAloon Scholarship was introduced to provide women with tuition fee support to enable them to enrol in the Master of Business Administration or Global Executive Master of Business Administration at Monash Business School.,see how to apply
1665919921-144,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"J.L. William Scholarship (Equity)

				
			
		
			
The J.L William Scholarship as funded by the School of Physics and Astronomy be introduced to…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: Up to $6,000
                    Number offered:  Varies",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj.l.-williams-scholarship-equity-6181%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj.l.-williams-scholarship-equity-6181%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=J45A7Oa8%2Br0O%2BC6KGTOQAw&profile=_default&rank=82&query=%21padrenull,J.L. William Scholarship (Equity),The J.L William Scholarship as funded by the School of Physics and Astronomy be introduced to support students enrolling in Honours at Monash through the School.,3 Jan - 16 Feb 2023
1665919924-145,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"J.L. William Scholarship

				
			
		
			
The J.L William Scholarship as funded by the School of Physics and Astronomy be introduced to…			
            
            
	    
        
            
                    Applications:  3 Jan - 16 Feb 2023
                    Total scholarship value: Up to $6,000
                    Number offered:  Three available",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj.l.-william-scholarship-6181A%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj.l.-william-scholarship-6181A%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=Ml4vp6yzG4K%2B2FCjS5QvqQ&profile=_default&rank=81&query=%21padrenull,J.L. William Scholarship,The J.L William Scholarship as funded by the School of Physics and Astronomy be introduced to support students enrolling in Honours at Monash through the School.,3 Jan - 16 Feb 2023
1665919929-146,https://www.monash.edu/study/fees-scholarships/scholarships/find-a-scholarship?student=1,"J K Ellis Scholarship

				
			
		
			
This scholarship has been generously supported by Jerry Ellis and his wife Ann. It is intended to…			
            
            
	    
        
            
                    Applications:  see how to apply
                    Total scholarship value: up to $10,000
                    Number offered:  One",https://mon4-search.squiz.cloud/s/redirect?collection=scholarships-web&url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj-k-ellis-scholarship-5711%3Fdomestic%3Dtrue&index_url=https%3A%2F%2Fwww.monash.edu%2Fstudy%2Ffees-scholarships%2Fscholarships%2Ffind-a-scholarship%2Fj-k-ellis-scholarship-5711%3FSQ_DESIGN_NAME%3Dblank%26SQ_PAINT_LAYOUT_NAME%3Dscholarships-funnelback-index&auth=bIHu8hpxTwqDgC6lD5PyaA&profile=_default&rank=80&query=%21padrenull,J K Ellis Scholarship,This scholarship has been generously supported by Jerry Ellis and his wife Ann. It is intended to support an Engineering  undergraduate student.,see how to apply
